airline,from,to,day,month,year,age,gender,reason,stay,transit,connection,wait
Volaris,GDL,LAX,30,6,2019,83,unspecified,Back Home,Home,Pickup,False,0
Alaska,SJC,GDL,24,1,2019,75,female,Back Home,Home,Pickup,False,0
Volaris,PDX,SJC,28,7,2013,59,undisclosed,Back Home,Home,Public Transportation,False,0
Delta Airlines,GDL,PDX,6,9,2018,75,male,Business/Work,Friend/Family,,True,320
American Airlines,LAX,SJC,15,9,2015,48,undisclosed,Business/Work,Friend/Family,,True,307
American Airlines,GDL,SJC,22,8,2014,75,undisclosed,Business/Work,Hotel,,True,630
Delta Airlines,GDL,JFK,3,3,2014,48,female,Back Home,Home,Airport cab,False,0
Volaris,GDL,SJC,30,3,2018,63,undisclosed,On vacation/Pleasure,Hotel,,True,581
Delta Airlines,PDX,JFK,14,10,2016,27,female,Business/Work,Home,,True,513
Aeromexico,GDL,PDX,18,1,2018,80,undisclosed,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Delta Airlines,SJC,PDX,2,10,2019,11,male,Business/Work,Hotel,,True,339
Alaska,PDX,JFK,12,4,2021,27,female,On vacation/Pleasure,Home,,True,586
American Airlines,SJC,PDX,22,5,2018,49,undisclosed,On vacation/Pleasure,Short-term homestay,,True,472
Alaska,PDX,LAX,5,12,2019,76,male,Business/Work,Home,Airport cab,False,0
American Airlines,SJC,GDL,16,1,2022,57,male,Back Home,Home,Car rental,False,0
Delta Airlines,LAX,GDL,6,10,2013,50,undisclosed,Back Home,Home,Car rental,False,0
Alaska,PDX,SJC,19,12,2017,74,undisclosed,Business/Work,Friend/Family,Public Transportation,False,0
American Airlines,JFK,PDX,11,2,2018,1,female,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
American Airlines,SJC,PDX,5,2,2018,88,undisclosed,Business/Work,Hotel,,True,307
Alaska,LAX,SJC,12,7,2019,53,male,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Alaska,LAX,SJC,8,9,2018,50,unspecified,Business/Work,Hotel,,True,104
Alaska,PDX,GDL,28,6,2014,2,undisclosed,Business/Work,Hotel,Car rental,False,0
American Airlines,JFK,GDL,21,9,2015,48,male,Back Home,Home,Mobility as a service,False,0
Alaska,LAX,GDL,21,7,2016,25,undisclosed,Back Home,Home,Car rental,False,0
Aeromexico,SJC,PDX,21,5,2014,90,female,Business/Work,Friend/Family,Pickup,False,0
Volaris,JFK,PDX,16,2,2018,75,male,Back Home,Home,Mobility as a service,False,0
American Airlines,LAX,PDX,20,5,2017,13,female,On vacation/Pleasure,Friend/Family,,True,561
Alaska,JFK,LAX,23,1,2015,42,female,Business/Work,Short-term homestay,Mobility as a service,False,0
Aeromexico,GDL,JFK,30,7,2020,89,female,On vacation/Pleasure,Home,,True,286
American Airlines,LAX,PDX,16,9,2013,5,undisclosed,Back Home,Home,Pickup,False,0
Delta Airlines,JFK,SJC,27,12,2022,81,male,On vacation/Pleasure,Hotel,,True,212
Delta Airlines,GDL,LAX,6,9,2022,55,undisclosed,Business/Work,Home,,True,214
Aeromexico,JFK,SJC,10,2,2023,39,female,Business/Work,Short-term homestay,Public Transportation,False,0
Aeromexico,PDX,JFK,19,9,2022,39,female,Back Home,Home,Public Transportation,False,0
American Airlines,JFK,GDL,5,8,2013,2,female,Back Home,Home,Car rental,False,0
Delta Airlines,SJC,GDL,24,5,2021,67,unspecified,Back Home,Home,Pickup,False,0
Volaris,GDL,PDX,14,10,2013,84,undisclosed,Business/Work,Short-term homestay,,True,575
Volaris,LAX,GDL,28,8,2014,85,unspecified,Back Home,Home,Airport cab,False,0
Volaris,SJC,LAX,19,8,2014,10,undisclosed,On vacation/Pleasure,Home,,True,336
Delta Airlines,GDL,LAX,7,9,2015,63,undisclosed,Business/Work,Short-term homestay,,True,180
Volaris,SJC,JFK,28,1,2021,8,male,Business/Work,Home,Public Transportation,False,0
Alaska,GDL,LAX,11,10,2020,13,male,Business/Work,Hotel,,True,48
Volaris,PDX,JFK,8,3,2017,25,female,On vacation/Pleasure,Hotel,,True,427
Delta Airlines,GDL,JFK,19,5,2018,55,female,Back Home,Home,Airport cab,False,0
American Airlines,PDX,GDL,26,2,2020,61,undisclosed,On vacation/Pleasure,Hotel,Car rental,False,0
Volaris,SJC,JFK,3,2,2016,69,undisclosed,On vacation/Pleasure,Home,,True,50
Delta Airlines,PDX,SJC,11,11,2014,29,undisclosed,Business/Work,Hotel,Mobility as a service,False,0
Volaris,SJC,GDL,27,4,2020,23,female,On vacation/Pleasure,Short-term homestay,Airport cab,False,0
Aeromexico,SJC,PDX,3,9,2022,12,male,Back Home,Home,Public Transportation,False,0
Volaris,JFK,GDL,4,4,2023,74,female,On vacation/Pleasure,Short-term homestay,,True,55
Aeromexico,JFK,SJC,20,2,2015,28,undisclosed,Business/Work,Hotel,Airport cab,False,0
Alaska,GDL,JFK,5,5,2018,66,male,Business/Work,Home,Own car,False,0
Delta Airlines,SJC,LAX,9,8,2015,27,male,Business/Work,Friend/Family,Own car,False,0
Alaska,PDX,JFK,23,3,2023,33,female,Business/Work,Home,,True,86
Volaris,LAX,PDX,10,6,2014,45,undisclosed,Back Home,Home,Pickup,False,0
Aeromexico,SJC,GDL,9,1,2016,13,unspecified,On vacation/Pleasure,Friend/Family,,True,424
Alaska,LAX,JFK,14,4,2019,62,unspecified,Business/Work,Hotel,Pickup,False,0
Aeromexico,SJC,PDX,23,3,2019,20,undisclosed,Business/Work,Home,Airport cab,False,0
Volaris,SJC,GDL,19,6,2020,79,unspecified,Business/Work,Hotel,,True,147
Delta Airlines,GDL,SJC,10,5,2014,88,male,Back Home,Home,Car rental,False,0
Aeromexico,SJC,GDL,3,5,2022,17,unspecified,Business/Work,Hotel,,True,257
Aeromexico,SJC,LAX,20,2,2017,63,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,PDX,SJC,31,1,2016,28,unspecified,On vacation/Pleasure,Home,Public Transportation,False,0
Aeromexico,LAX,GDL,3,11,2019,89,female,Business/Work,Friend/Family,,True,648
Alaska,LAX,GDL,28,8,2019,54,undisclosed,Back Home,Home,Public Transportation,False,0
Alaska,PDX,JFK,3,2,2016,64,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,LAX,PDX,20,7,2015,36,unspecified,Back Home,Home,Pickup,False,0
Aeromexico,LAX,GDL,28,4,2014,90,female,On vacation/Pleasure,Friend/Family,,True,568
Alaska,JFK,SJC,11,6,2019,83,male,Back Home,Home,Own car,False,0
American Airlines,JFK,LAX,8,6,2022,73,male,On vacation/Pleasure,Friend/Family,,True,169
Alaska,PDX,GDL,17,12,2015,65,male,Back Home,Home,Car rental,False,0
American Airlines,JFK,LAX,18,5,2019,62,male,On vacation/Pleasure,Hotel,Pickup,False,0
American Airlines,JFK,LAX,15,11,2019,66,unspecified,Back Home,Home,Mobility as a service,False,0
Aeromexico,LAX,GDL,3,1,2018,23,undisclosed,Business/Work,Home,Public Transportation,False,0
Aeromexico,JFK,LAX,11,5,2014,25,male,Business/Work,Friend/Family,,True,395
Aeromexico,LAX,SJC,3,1,2023,20,male,Back Home,Home,Public Transportation,False,0
American Airlines,PDX,GDL,12,3,2015,69,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,PDX,4,11,2015,68,unspecified,Business/Work,Home,,True,72
Volaris,GDL,LAX,27,3,2013,58,male,Business/Work,Hotel,,True,649
Alaska,SJC,LAX,16,2,2023,80,female,Business/Work,Friend/Family,,True,620
Alaska,SJC,PDX,7,7,2016,36,unspecified,Back Home,Home,Airport cab,False,0
American Airlines,SJC,GDL,12,1,2016,55,undisclosed,Business/Work,Friend/Family,,True,170
American Airlines,GDL,SJC,2,12,2020,27,undisclosed,Back Home,Home,Own car,False,0
Alaska,GDL,LAX,5,5,2018,61,unspecified,Business/Work,Home,,True,144
American Airlines,SJC,PDX,27,7,2020,26,undisclosed,Business/Work,Short-term homestay,,True,548
Aeromexico,GDL,PDX,19,7,2020,59,undisclosed,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
American Airlines,LAX,SJC,26,5,2013,81,undisclosed,Back Home,Home,Public Transportation,False,0
American Airlines,JFK,GDL,29,12,2018,76,female,Business/Work,Home,,True,82
Alaska,SJC,JFK,8,4,2019,20,unspecified,Business/Work,Home,,True,291
Delta Airlines,GDL,JFK,22,10,2019,61,male,On vacation/Pleasure,Friend/Family,,True,458
Volaris,JFK,GDL,11,2,2014,6,unspecified,Business/Work,Hotel,Car rental,False,0
Aeromexico,JFK,GDL,6,9,2022,51,undisclosed,Back Home,Home,Car rental,False,0
Alaska,GDL,PDX,8,10,2014,14,female,Back Home,Home,Car rental,False,0
American Airlines,LAX,JFK,6,4,2014,60,unspecified,Business/Work,Short-term homestay,,True,226
Alaska,LAX,SJC,7,12,2020,48,male,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Aeromexico,JFK,LAX,16,8,2022,58,undisclosed,Business/Work,Home,Public Transportation,False,0
American Airlines,SJC,PDX,30,1,2014,2,unspecified,Business/Work,Short-term homestay,,True,58
American Airlines,JFK,GDL,27,11,2017,40,female,On vacation/Pleasure,Home,,True,637
American Airlines,LAX,JFK,9,6,2019,21,undisclosed,Business/Work,Hotel,,True,634
American Airlines,PDX,JFK,27,10,2018,10,male,Back Home,Home,Pickup,False,0
American Airlines,PDX,JFK,10,12,2014,35,undisclosed,Back Home,Home,Pickup,False,0
Delta Airlines,LAX,PDX,12,9,2017,51,unspecified,Business/Work,Hotel,Mobility as a service,False,0
Delta Airlines,PDX,SJC,30,11,2022,81,female,Business/Work,Hotel,Public Transportation,False,0
American Airlines,PDX,LAX,26,6,2016,69,undisclosed,Back Home,Home,Public Transportation,False,0
American Airlines,GDL,LAX,7,10,2017,77,male,Back Home,Home,Car rental,False,0
Delta Airlines,LAX,SJC,18,6,2014,68,undisclosed,Business/Work,Home,Mobility as a service,False,0
Aeromexico,JFK,LAX,29,7,2016,37,female,Business/Work,Friend/Family,,True,597
Alaska,SJC,LAX,27,7,2021,38,unspecified,Back Home,Home,Car rental,False,0
American Airlines,JFK,LAX,23,1,2015,87,male,Back Home,Home,Public Transportation,False,0
American Airlines,LAX,SJC,10,8,2013,20,female,On vacation/Pleasure,Short-term homestay,,True,524
Delta Airlines,GDL,SJC,15,6,2014,46,undisclosed,On vacation/Pleasure,Friend/Family,Car rental,False,0
Volaris,PDX,LAX,11,2,2020,74,female,Back Home,Home,Airport cab,False,0
Aeromexico,SJC,JFK,30,4,2013,40,male,Back Home,Home,Mobility as a service,False,0
Delta Airlines,GDL,SJC,2,5,2019,50,undisclosed,Back Home,Home,Public Transportation,False,0
Alaska,SJC,JFK,15,1,2021,18,unspecified,On vacation/Pleasure,Short-term homestay,,True,126
Aeromexico,SJC,LAX,6,12,2018,18,male,Back Home,Home,Airport cab,False,0
Alaska,LAX,JFK,22,5,2019,53,unspecified,On vacation/Pleasure,Hotel,Public Transportation,False,0
Delta Airlines,LAX,SJC,12,2,2015,47,male,On vacation/Pleasure,Home,,True,238
Aeromexico,LAX,SJC,27,4,2021,40,female,Back Home,Home,Own car,False,0
American Airlines,SJC,LAX,21,7,2021,12,male,On vacation/Pleasure,Short-term homestay,Car rental,False,0
Volaris,JFK,SJC,3,10,2018,44,undisclosed,On vacation/Pleasure,Hotel,,True,489
Aeromexico,PDX,JFK,26,1,2014,39,male,Business/Work,Home,Public Transportation,False,0
Delta Airlines,PDX,GDL,8,2,2015,4,unspecified,On vacation/Pleasure,Hotel,Pickup,False,0
Alaska,PDX,JFK,5,2,2014,60,unspecified,Business/Work,Home,,True,591
Aeromexico,JFK,PDX,31,3,2013,4,unspecified,Business/Work,Hotel,Public Transportation,False,0
Volaris,SJC,JFK,24,7,2022,11,male,On vacation/Pleasure,Friend/Family,Pickup,False,0
Volaris,LAX,GDL,15,3,2022,6,unspecified,On vacation/Pleasure,Home,,True,553
Alaska,LAX,PDX,21,3,2014,69,female,On vacation/Pleasure,Friend/Family,,True,124
Alaska,SJC,GDL,19,4,2022,88,undisclosed,Business/Work,Hotel,,True,303
Volaris,SJC,PDX,20,3,2014,14,undisclosed,On vacation/Pleasure,Home,Car rental,False,0
Aeromexico,LAX,SJC,13,7,2020,68,female,Back Home,Home,Public Transportation,False,0
Delta Airlines,LAX,SJC,1,5,2018,15,undisclosed,Business/Work,Short-term homestay,,True,175
Volaris,GDL,PDX,16,2,2016,88,unspecified,Business/Work,Home,,True,152
Alaska,GDL,PDX,8,10,2016,70,female,Back Home,Home,Own car,False,0
Alaska,LAX,PDX,29,11,2014,56,male,Business/Work,Hotel,,True,130
Volaris,GDL,LAX,27,7,2014,53,undisclosed,On vacation/Pleasure,Friend/Family,,True,286
American Airlines,SJC,PDX,30,11,2021,4,unspecified,Business/Work,Home,Public Transportation,False,0
Delta Airlines,JFK,PDX,20,2,2021,60,unspecified,Business/Work,Short-term homestay,,True,197
Alaska,GDL,SJC,22,4,2018,56,unspecified,Business/Work,Hotel,Pickup,False,0
American Airlines,JFK,PDX,8,11,2019,18,unspecified,Business/Work,Short-term homestay,Car rental,False,0
Delta Airlines,GDL,LAX,12,1,2023,46,male,Back Home,Home,Public Transportation,False,0
Aeromexico,GDL,PDX,30,6,2016,24,undisclosed,Back Home,Home,Own car,False,0
Volaris,GDL,PDX,7,10,2021,24,male,Back Home,Home,Own car,False,0
Alaska,SJC,LAX,20,11,2014,18,female,Back Home,Home,Mobility as a service,False,0
American Airlines,GDL,LAX,6,7,2018,56,undisclosed,On vacation/Pleasure,Home,,True,266
Volaris,SJC,JFK,9,11,2017,9,female,Business/Work,Home,,True,321
Delta Airlines,PDX,LAX,15,5,2015,64,female,Business/Work,Hotel,,True,162
American Airlines,SJC,JFK,12,6,2020,43,undisclosed,Business/Work,Hotel,,True,215
Volaris,LAX,GDL,23,10,2019,51,unspecified,On vacation/Pleasure,Short-term homestay,,True,235
Volaris,LAX,PDX,16,3,2020,66,female,Business/Work,Short-term homestay,,True,499
Delta Airlines,PDX,LAX,30,8,2021,77,unspecified,Business/Work,Home,Public Transportation,False,0
Aeromexico,GDL,JFK,11,1,2021,34,male,Back Home,Home,Pickup,False,0
American Airlines,LAX,SJC,24,3,2014,60,male,On vacation/Pleasure,Home,Car rental,False,0
Volaris,PDX,JFK,4,2,2014,81,male,Back Home,Home,Mobility as a service,False,0
Delta Airlines,GDL,PDX,27,7,2017,83,unspecified,Back Home,Home,Car rental,False,0
Aeromexico,PDX,GDL,9,7,2015,88,male,Business/Work,Short-term homestay,Airport cab,False,0
Alaska,LAX,JFK,30,3,2014,48,male,Back Home,Home,Airport cab,False,0
Delta Airlines,SJC,GDL,1,4,2016,53,male,Business/Work,Hotel,,True,520
Delta Airlines,GDL,LAX,14,5,2018,56,undisclosed,On vacation/Pleasure,Hotel,,True,261
Delta Airlines,LAX,GDL,7,10,2019,45,unspecified,Back Home,Home,Airport cab,False,0
Alaska,JFK,PDX,19,6,2022,25,female,Business/Work,Home,,True,60
American Airlines,GDL,LAX,21,4,2015,71,undisclosed,Business/Work,Home,,True,329
Alaska,JFK,GDL,13,10,2017,85,female,On vacation/Pleasure,Short-term homestay,,True,665
American Airlines,PDX,GDL,22,1,2023,1,female,Back Home,Home,Pickup,False,0
American Airlines,GDL,LAX,14,6,2015,81,unspecified,Business/Work,Short-term homestay,,True,277
Delta Airlines,PDX,GDL,12,4,2019,12,female,On vacation/Pleasure,Home,,True,105
Volaris,PDX,GDL,21,11,2014,30,female,Back Home,Home,Own car,False,0
Alaska,SJC,JFK,30,12,2021,85,female,On vacation/Pleasure,Home,,True,192
Delta Airlines,LAX,SJC,15,12,2018,67,male,Back Home,Home,Pickup,False,0
American Airlines,JFK,SJC,12,7,2021,74,undisclosed,Business/Work,Friend/Family,,True,683
Volaris,GDL,SJC,9,2,2023,85,female,Back Home,Home,Car rental,False,0
Volaris,PDX,LAX,2,7,2018,85,male,Business/Work,Home,,True,660
Aeromexico,SJC,PDX,18,7,2022,36,female,On vacation/Pleasure,Home,Public Transportation,False,0
Aeromexico,JFK,GDL,14,2,2019,62,undisclosed,On vacation/Pleasure,Home,Own car,False,0
American Airlines,SJC,LAX,12,10,2016,9,unspecified,Business/Work,Home,,True,261
Volaris,LAX,GDL,6,11,2019,52,unspecified,Back Home,Home,Public Transportation,False,0
Aeromexico,LAX,SJC,8,7,2020,20,male,Business/Work,Short-term homestay,Own car,False,0
American Airlines,GDL,JFK,14,3,2017,57,undisclosed,Business/Work,Friend/Family,Mobility as a service,False,0
Delta Airlines,LAX,GDL,21,8,2017,81,female,Business/Work,Hotel,Own car,False,0
American Airlines,SJC,LAX,26,8,2015,25,undisclosed,Business/Work,Short-term homestay,Airport cab,False,0
American Airlines,LAX,GDL,25,1,2019,87,male,Back Home,Home,Car rental,False,0
Aeromexico,PDX,JFK,14,3,2016,43,female,On vacation/Pleasure,Home,Mobility as a service,False,0
Delta Airlines,JFK,GDL,14,12,2014,61,male,On vacation/Pleasure,Short-term homestay,,True,603
Volaris,GDL,JFK,10,2,2014,11,unspecified,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Delta Airlines,SJC,PDX,15,1,2023,27,male,On vacation/Pleasure,Home,,True,414
Volaris,PDX,LAX,31,7,2014,62,unspecified,Business/Work,Short-term homestay,Public Transportation,False,0
Delta Airlines,JFK,LAX,11,8,2019,61,unspecified,Back Home,Home,Own car,False,0
Aeromexico,JFK,SJC,9,6,2021,36,female,Business/Work,Friend/Family,Pickup,False,0
American Airlines,LAX,GDL,5,9,2018,56,undisclosed,On vacation/Pleasure,Short-term homestay,Pickup,False,0
Delta Airlines,GDL,SJC,16,8,2017,13,unspecified,Business/Work,Hotel,Mobility as a service,False,0
Delta Airlines,SJC,LAX,18,11,2018,65,male,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,SJC,21,4,2021,51,male,Business/Work,Home,,True,209
Alaska,JFK,SJC,17,2,2017,58,unspecified,Business/Work,Friend/Family,Public Transportation,False,0
Volaris,LAX,PDX,4,12,2015,68,undisclosed,On vacation/Pleasure,Friend/Family,,True,260
Aeromexico,GDL,SJC,11,12,2021,67,male,On vacation/Pleasure,Friend/Family,,True,172
Delta Airlines,PDX,LAX,6,10,2017,26,male,On vacation/Pleasure,Short-term homestay,Own car,False,0
American Airlines,LAX,JFK,21,6,2014,29,female,On vacation/Pleasure,Short-term homestay,Mobility as a service,False,0
Alaska,SJC,JFK,13,10,2022,65,undisclosed,Business/Work,Short-term homestay,Pickup,False,0
Aeromexico,LAX,JFK,30,6,2015,73,undisclosed,Back Home,Home,Pickup,False,0
Delta Airlines,PDX,LAX,19,6,2016,58,female,On vacation/Pleasure,Home,Mobility as a service,False,0
Aeromexico,SJC,PDX,16,6,2013,7,female,On vacation/Pleasure,Friend/Family,Public Transportation,False,0
Alaska,SJC,GDL,22,1,2022,81,undisclosed,Business/Work,Short-term homestay,Own car,False,0
Aeromexico,PDX,JFK,13,7,2013,46,male,Business/Work,Friend/Family,Pickup,False,0
American Airlines,SJC,JFK,6,2,2014,73,male,On vacation/Pleasure,Short-term homestay,,True,628
Delta Airlines,PDX,GDL,11,11,2015,17,unspecified,On vacation/Pleasure,Home,,True,711
Delta Airlines,PDX,LAX,14,9,2016,22,undisclosed,On vacation/Pleasure,Hotel,Own car,False,0
Aeromexico,GDL,PDX,17,5,2015,48,female,Back Home,Home,Pickup,False,0
Delta Airlines,GDL,JFK,3,4,2017,23,male,On vacation/Pleasure,Short-term homestay,,True,353
Volaris,LAX,JFK,21,8,2018,66,undisclosed,On vacation/Pleasure,Home,Mobility as a service,False,0
Volaris,GDL,LAX,18,11,2015,25,female,On vacation/Pleasure,Hotel,Own car,False,0
Aeromexico,LAX,GDL,7,2,2022,17,female,On vacation/Pleasure,Short-term homestay,Own car,False,0
Alaska,JFK,SJC,16,7,2018,23,male,Business/Work,Short-term homestay,,True,614
Aeromexico,PDX,LAX,4,2,2020,11,female,Back Home,Home,Own car,False,0
American Airlines,PDX,SJC,9,3,2017,33,undisclosed,On vacation/Pleasure,Friend/Family,,True,377
Delta Airlines,PDX,JFK,12,10,2016,4,male,Back Home,Home,Own car,False,0
Aeromexico,JFK,LAX,27,6,2016,12,undisclosed,Business/Work,Hotel,Public Transportation,False,0
Volaris,LAX,SJC,18,10,2016,12,male,Business/Work,Short-term homestay,,True,144
Alaska,SJC,PDX,27,3,2020,82,male,Back Home,Home,Car rental,False,0
Delta Airlines,JFK,GDL,29,3,2017,47,unspecified,On vacation/Pleasure,Home,,True,185
Alaska,GDL,SJC,10,1,2018,76,male,Back Home,Home,Airport cab,False,0
American Airlines,PDX,LAX,24,2,2014,22,female,Back Home,Home,Public Transportation,False,0
Volaris,LAX,GDL,18,4,2023,83,male,Business/Work,Home,Car rental,False,0
Alaska,LAX,SJC,19,1,2013,64,female,On vacation/Pleasure,Home,Airport cab,False,0
American Airlines,JFK,LAX,5,4,2019,50,male,Back Home,Home,Own car,False,0
Aeromexico,JFK,SJC,25,1,2018,9,undisclosed,Back Home,Home,Public Transportation,False,0
American Airlines,JFK,SJC,19,7,2013,28,male,Business/Work,Friend/Family,Car rental,False,0
Volaris,LAX,GDL,2,1,2021,59,unspecified,Business/Work,Short-term homestay,,True,516
American Airlines,GDL,LAX,8,12,2019,71,female,Business/Work,Hotel,Car rental,False,0
American Airlines,JFK,PDX,22,3,2018,51,male,On vacation/Pleasure,Hotel,,True,155
American Airlines,LAX,GDL,4,5,2018,1,undisclosed,On vacation/Pleasure,Hotel,,True,647
Delta Airlines,SJC,GDL,8,8,2015,4,undisclosed,Back Home,Home,Airport cab,False,0
Delta Airlines,LAX,SJC,26,10,2019,49,male,Back Home,Home,Public Transportation,False,0
Delta Airlines,JFK,SJC,13,3,2020,37,female,On vacation/Pleasure,Hotel,Mobility as a service,False,0
Alaska,JFK,SJC,4,1,2016,9,unspecified,Business/Work,Short-term homestay,,True,558
Volaris,JFK,LAX,21,2,2019,17,unspecified,On vacation/Pleasure,Friend/Family,,True,82
Delta Airlines,PDX,GDL,2,12,2018,40,female,On vacation/Pleasure,Friend/Family,,True,552
American Airlines,LAX,SJC,14,10,2019,25,undisclosed,Business/Work,Friend/Family,,True,345
Volaris,GDL,SJC,1,1,2014,21,undisclosed,Back Home,Home,Own car,False,0
Alaska,JFK,PDX,14,10,2016,12,female,Back Home,Home,Pickup,False,0
Delta Airlines,LAX,SJC,21,8,2018,17,unspecified,Business/Work,Home,,True,162
